ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3250109,Source2,3,2017-10-17T14:41:20.000+08:00,2017-10-17T15:25:58.000+08:00,30.248478000000002,-81.59356700000002,,,0.0,Right hand shoulder blocked due to accident on I-95 Southbound at Exit 344 FL-202 J Turner Butler Blvd.,I-95 S,Jacksonville,Duval,FL,32256,US,US/Eastern,KNIP,2017-10-17T14:53:00.000+08:00,71.1,,75.0,30.12,10.0,NNE,21.9,0.0,Light Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2889786,Source2,3,2018-04-17T08:37:56.000+08:00,2018-04-17T10:00:00.000+08:00,39.317402,-76.534203,,,0.0,Right hand shoulder blocked left hand shoulder blocked and right lane blocked due to accident on I-95 Southbound at Exit 62 I-895.,I-95 S,Rosedale,Baltimore City,MD,21237,US,US/Eastern,KMTN,2018-04-17T08:45:00.000+08:00,44.6,37.2,53.0,29.82,10.0,West,17.3,,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-180037,Source2,3,2016-12-12T21:14:34.000+08:00,2016-12-12T21:44:14.000+08:00,42.387115,-83.437057,,,0.01,Right hand shoulder blocked due to accident on I-275 Southbound at M-14.,MI-14 W,Plymouth,Wayne,MI,48170,US,US/Eastern,KYIP,2016-12-12T20:53:00.000+08:00,28.9,18.6,72.0,30.11,10.0,WSW,12.7,,Overcast,false,false,false,false,true,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-6509164,Source1,4,2021-02-14T13:54:00.000+08:00,2021-02-14T15:45:00.000+08:00,30.412295,-81.747447,30.411901,-81.748163,0.051,Incident on I-295 SB near US-1 Road closed. Take alternate route.,New Kings Rd,Jacksonville,Duval,FL,32219,US,US/Eastern,KJAX,2021-02-14T13:56:00.000+08:00,55.0,55.0,100.0,29.87,1.0,NE,8.0,0.1,Light Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-7715285,Source1,2,2019-04-26T15:01:10.000+08:00,2019-04-26T15:30:06.000+08:00,34.03017,-117.68532,34.03027,-117.66279,1.29,Between Central Ave and Mountain Ave - Accident.,CA-60 E,Chino,San Bernardino,CA,91710,US,US/Pacific,KCNO,2019-04-26T14:53:00.000+08:00,76.0,76.0,43.0,29.22,10.0,W,15.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-7120565,Source1,3,2020-03-18T16:24:47.000+08:00,2020-03-18T16:59:45.000+08:00,41.87569000000001,-87.69614,41.87569000000001,-87.69614,0.0,At Sacramento Blvd/Exit 27A - Earlier accident.,S California Ave,Chicago,Cook,IL,60612,US,US/Central,KMDW,2020-03-18T16:35:00.000+08:00,43.0,36.0,97.0,29.33,2.0,E,13.0,0.1,Light Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5464611,Source1,2,2022-07-15T15:41:35.000+08:00,2022-07-15T16:42:57.000+08:00,32.642317,-96.833792,32.652693,-96.874051,2.449,Stationary traffic on I-20 W from I-35E/Exit 467 (I-20) to US-67/Exit 464 (I-20) due to accident.,I-20 W,Dallas,Dallas,TX,75232,US,US/Central,KRBD,2022-07-15T15:53:00.000+08:00,99.0,99.0,28.0,29.27,10.0,SSE,9.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-838070,Source2,3,2021-11-02T08:13:32.000+08:00,2021-11-02T08:43:07.000+08:00,41.825764,-71.419876,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-95 Southbound before Exit 22 US-6.,I-95 S,Providence,Providence,RI,02903,US,US/Eastern,KPVD,2021-11-02T07:51:00.000+08:00,44.0,44.0,79.0,30.14,10.0,CALM,0.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4807774,Source1,2,2022-09-28T23:47:00.000+08:00,2022-09-29T01:03:19.000+08:00,33.773201,-118.039388,33.773113,-118.039255,0.01,Incident on I-405 SB near BOLSA CHICA RD Road closed. Take alternate route.,I-405,Westminster,Orange,CA,92683,US,US/Pacific,KSLI,2022-09-28T21:55:00.000+08:00,70.0,70.0,92.0,29.91,10.0,SSW,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-1214372,Source2,3,2020-12-26T09:16:42.000+08:00,2020-12-26T11:00:21.000+08:00,42.874249,-78.787849,,,1.950000047683716,Two lanes blocked due to accident on I-90 Westbound from CR-207 William St to I-190 .,I-90 E,Buffalo,Erie,NY,14227,US,US/Eastern,KBUF,2020-12-26T09:12:00.000+08:00,20.0,5.0,92.0,28.99,0.25,SSW,17.0,0.02,Heavy Snow,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-261070,Source2,3,2016-11-30T18:25:51.000+08:00,2016-11-30T19:10:51.000+08:00,32.925072,-96.900497,,,0.01,Queueing traffic due to accident on I-35E Northbound at Exit 441 Harry Hines Blvd.,Stemmons Fwy N,Dallas,Dallas,TX,75234,US,US/Central,KADS,2016-11-30T17:47:00.000+08:00,55.4,,31.0,30.03,13.0,North,3.5,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Day
A-943050,Source2,3,2021-08-05T22:49:05.000+08:00,2021-08-06T01:03:00.000+08:00,41.845321999999996,-87.633942,,,0.0,Lane blocked due to accident on I-90 Dan Ryan Express Lane Westbound at 26th St.,Dan Ryan Expy N,Chicago,Cook,IL,60616,US,US/Central,KMDW,2021-08-05T22:53:00.000+08:00,77.0,77.0,46.0,29.36,10.0,S,9.0,0.0,Mostly Cloudy,false,false,true,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-1969109,Source2,2,2019-07-15T08:45:21.000+08:00,2019-07-15T09:30:02.000+08:00,33.544230999999996,-117.673286,,,0.0,Right hand shoulder blocked due to accident on I-5 Northbound at Exits 85 85B Avery Pkwy.,I-5 N,Mission Viejo,Orange,CA,92692,US,US/Pacific,KSNA,2019-07-15T08:50:00.000+08:00,68.0,68.0,78.0,29.88,5.0,CALM,0.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1133481,Source3,2,2021-03-02T05:59:00.000+08:00,2021-03-02T07:31:19.000+08:00,39.956028,-74.206535,,,0.0,Right lane blocked due to accident on US-9 Garden State Pkwy Southbound after Lakehurst Rd.,Garden State Pkwy S,Toms River,Ocean,NJ,08755,US,US/Eastern,KMJX,2021-03-02T05:56:00.000+08:00,25.0,10.0,39.0,30.07,10.0,WNW,22.0,0.0,Fair / Windy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-2236038,Source2,2,2019-03-24T08:28:43.000+08:00,2019-03-24T10:13:24.000+08:00,40.569981,-74.32781999999997,,,0.0,Right lane blocked due to accident on Garden State Pkwy Southbound at Exits 131B 132 NJ-27 Lincoln Hwy.,Lincoln Hwy,Iselin,Middlesex,NJ,08830,US,US/Eastern,KLDJ,2019-03-24T08:35:00.000+08:00,39.0,,33.0,30.24,10.0,Calm,,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2595418,Source2,2,2018-09-20T08:01:22.000+08:00,2018-09-20T08:31:09.000+08:00,40.808921999999995,-73.55796099999998,,,0.0,Accident on NY-107 Cedar Swamp Rd at Fruitledge Rd.,Cedar Swamp Rd,Glen Head,Nassau,NY,11545-3110,US,US/Eastern,KFRG,2018-09-20T07:53:00.000+08:00,63.0,,81.0,30.2,10.0,NNE,5.8,,Overcast,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-3789615,Source1,2,2022-04-19T18:47:25.000+08:00,2022-04-19T21:00:38.000+08:00,25.885611,-80.164811,25.889393,-80.162942,0.28600000000000003,Slow traffic on US-1 N - FL-922 - FL-5 from Sans Souci Blvd to NE 18th Ave due to accident.,Biscayne Blvd,North Miami,Miami-Dade,FL,33181-3111,US,US/Eastern,KOPF,2022-04-19T18:53:00.000+08:00,79.0,79.0,66.0,30.02,10.0,NE,16.0,0.0,Fair,false,false,true,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-76275,Source2,3,2016-11-30T13:15:21.000+08:00,2016-11-30T14:00:03.000+08:00,34.034107,-118.35582,,,0.01,Shoulder blocked on entry ramp due to accident on I-10 Westbound at Exit 8 La Brea Ave.,I-10 W,Los Angeles,Los Angeles,CA,90016,US,US/Pacific,KSMO,2016-11-30T12:51:00.000+08:00,63.0,,25.0,30.01,10.0,WSW,8.1,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4649467,Source1,2,2022-01-27T18:24:34.000+08:00,2022-01-27T18:45:34.000+08:00,33.959249,-80.95150699999998,33.96561,-80.943823,0.622,Slow traffic from Atlas Ct to Garners Ferry Rd due to accident.,Greenlawn Dr,Columbia,Richland,SC,29209-2504,US,US/Eastern,KCUB,2022-01-27T18:53:00.000+08:00,40.0,40.0,51.0,30.1,10.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-3977968,Source1,2,2022-02-23T09:39:00.000+08:00,2022-02-23T10:59:55.000+08:00,40.182849168585854,-77.24413275681856,40.155989168585855,-77.29838275681854,3.4130000000000003,Crash on I-81 southbound 3 miles north of Exit : REST AREA. There is a shoulder closed.,I-81,Carlisle,Cumberland,PA,17013,US,US/Eastern,KCXY,2022-02-23T09:56:00.000+08:00,65.0,65.0,61.0,29.6,10.0,W,9.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6748673,Source1,2,2020-12-24T08:15:11.000+08:00,2020-12-24T09:53:59.000+08:00,33.625862,-82.132225,33.625965,-82.132377,0.011,Incident on SC-28 near WOODLAWN RD Expect delays.,Furys Ferry Rd,Clarks Hill,McCormick,SC,29821,US,US/Eastern,KDNL,2020-12-24T13:53:00.000+08:00,60.0,60.0,80.0,29.28,8.0,S,13.0,0.12,Light Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3689483,Source1,2,2023-03-28T10:23:00.000+08:00,2023-03-28T13:10:08.000+08:00,34.036572,-118.375272,34.036589,-118.375352,0.005,Accident on I-10 W - Santa Monica Fwy W from Washington Blvd (I-10) to Fairfax Ave/Venice Blvd (I-10).,Rosa Parks Fwy,Los Angeles,Los Angeles,CA,90034,US,US/Pacific,KSMO,2023-03-28T10:51:00.000+08:00,65.0,65.0,20.0,29.89,10.0,SW,5.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4272898,Source1,2,2022-03-04T13:34:31.000+08:00,2022-03-04T16:08:20.000+08:00,35.10369,-80.986858,35.102191,-80.988519,0.14,Slow traffic on NC-49 - NC-160 from Rivergate Pkwy to Steelecroft Pkwy / Walker Branch Rd due to accident.,S Tryon St,Charlotte,Mecklenburg,NC,28273-6949,US,US/Eastern,KCLT,2022-03-04T13:52:00.000+08:00,61.0,61.0,29.0,29.59,10.0,E,5.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6885555,Source1,2,2020-12-13T21:39:00.000+08:00,2020-12-14T01:01:57.000+08:00,30.149691,-81.75405,30.150168,-81.753241,0.059,Incident on BLANDING BLVD near BOLTON RD Expect delays.,Blanding Blvd,Orange Park,Clay,FL,32073-5059,US,US/Eastern,KNIP,2020-12-13T21:53:00.000+08:00,61.0,61.0,97.0,30.03,7.0,SSE,6.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-2270632,Source2,3,2019-02-07T05:11:27.000+08:00,2019-02-07T05:41:12.000+08:00,41.241993,-95.82254,,,0.0,Lane blocked due to accident on I-80 Eastbound near Exit 5 Madison Ave.,Madison Ave,Council Bluffs,Pottawattamie,IA,51503,US,US/Central,KCBF,2019-02-07T05:15:00.000+08:00,5.0,-15.2,100.0,30.01,4.0,NNW,19.6,,Light Snow,false,false,false,false,false,false,false,false,false,false,false,true,false,Night,Night,Night,Night
A-7771597,Source1,2,2019-08-10T10:43:56.000+08:00,2019-08-10T14:43:56.000+08:00,46.097024,-123.074636,46.096989,-123.07474,0.006,At Mist-Clatskanie Hwy - Accident.,Highway 30,Clatskanie,Columbia,OR,97016-7461,US,US/Pacific,KKLS,2019-08-10T10:56:00.000+08:00,67.0,67.0,76.0,29.96,10.0,VAR,3.0,0.0,Cloudy,false,false,false,true,false,false,false,false,false,true,false,false,false,Day,Day,Day,Day
A-1477165,Source2,3,2020-05-21T15:45:02.000+08:00,2020-05-21T16:44:30.000+08:00,33.716496,-84.255341,,,3.4600000381469727,Main roadway closed and queueing traffic due to accident on I-20 Westbound between Exits 67 67A 67B 68 I-285 Exits 46 46A 46B and Exit 66 Columbia Dr. Traffic getting by on the shoulder.,GA-402 W,Decatur,DeKalb,GA,30034,US,US/Eastern,KATL,2020-05-21T15:52:00.000+08:00,72.0,72.0,59.0,28.92,10.0,S,6.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1999512,Source2,2,2019-08-01T08:51:03.000+08:00,2019-08-01T09:20:41.000+08:00,30.079889,-97.75486,,,0.0,Accident on Wright Rd at Turnersville Rd.,Wright Rd,Buda,Travis,TX,78610-5002,US,US/Central,KAUS,2019-08-01T08:53:00.000+08:00,81.0,81.0,79.0,29.47,10.0,SW,6.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2395618,Source2,2,2018-12-13T10:58:17.000+08:00,2018-12-13T11:58:10.000+08:00,29.56144,-98.421799,,,0.0,Accident on Wetmore Rd at Thousand Oaks Dr.,Thousand Oaks Dr,San Antonio,Bexar,TX,78247-3143,US,US/Central,KSAT,2018-12-13T10:51:00.000+08:00,66.0,,63.0,29.76,10.0,West,12.7,,Clear,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-5036789,Source1,2,2022-09-23T13:38:00.000+08:00,2022-09-23T15:23:00.000+08:00,36.01479099999999,-80.847415,36.012637,-80.844808,0.208,Incident on NC-901 SB near NC-1851 Road closed. Take alternate route.,W Memorial Hwy,Harmony,Iredell,NC,28634-9385,US,US/Eastern,KSVH,2022-09-23T13:35:00.000+08:00,69.0,69.0,32.0,29.09,10.0,ENE,5.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1046602,Source2,2,2021-05-13T19:32:18.000+08:00,2021-05-13T21:00:36.000+08:00,35.777069,-78.643517,,,0.0,Accident on US-401 Dawson St at Martin St.,W Martin St,Raleigh,Wake,NC,27601-1323,US,US/Eastern,KRDU,2021-05-13T19:51:00.000+08:00,63.0,63.0,40.0,29.78,10.0,N,3.0,0.0,Partly Cloudy,true,false,true,false,false,false,false,false,true,false,false,true,false,Day,Day,Day,Day
A-6347058,Source1,2,2021-02-05T21:36:50.000+08:00,2021-02-05T22:51:50.000+08:00,41.501058,-91.551228,41.540508,-91.547488,2.733,Incident on US-218 NB near IA-22 Drive with caution.,IA-27 N,Riverside,Washington,IA,52327,US,US/Central,KIOW,2021-02-05T21:52:00.000+08:00,7.0,-6.0,73.0,29.25,10.0,W,8.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-2285904,Source2,2,2019-02-14T16:14:58.000+08:00,2019-02-14T16:44:28.000+08:00,35.393817999999996,-97.56501800000001,,,0.0,Accident on I-240 Service Road Westbound at Exit 1B May Ave.,I-240 E,Oklahoma City,Oklahoma,OK,73159,US,US/Central,KOKC,2019-02-14T15:52:00.000+08:00,68.0,,23.0,29.68,10.0,Calm,,,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-760283,Source2,2,2021-12-30T05:00:21.000+08:00,2021-12-30T05:29:59.000+08:00,34.338524,-118.50705,,,0.0,Slow lane blocked due to accident on CA-14 Northbound at I-5.,Antelope Valley Fwy N,Newhall,Los Angeles,CA,91321,US,US/Pacific,K3A6,2021-12-30T05:01:00.000+08:00,51.0,51.0,89.0,28.95,2.0,ESE,7.0,0.07,Heavy Rain,false,false,false,false,true,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-6030922,Source1,2,2021-11-15T10:35:00.000+08:00,2021-11-15T12:47:04.000+08:00,33.408776,-117.153997,33.409287,-117.152907,0.07200000000000001,Accident from Canyon Heights Rd to Huffstatler St.,Rainbow Valley Blvd,Fallbrook,San Diego,CA,92028-9774,US,US/Pacific,KNFG,2021-11-15T10:55:00.000+08:00,94.0,94.0,15.0,30.0,10.0,SSW,9.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2342181,Source2,3,2019-01-17T16:38:56.000+08:00,2019-01-17T17:08:38.000+08:00,39.98193,-75.100945,,,0.0,Right lane blocked due to accident on I-95 Southbound at Exit 25 Allegheny Ave.,I-95 N,Philadelphia,Philadelphia,PA,19134,US,US/Eastern,KPNE,2019-01-17T16:54:00.000+08:00,33.1,28.7,34.0,30.31,10.0,SE,4.6,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-295768,Source2,2,2016-08-19T14:32:17.000+08:00,2016-08-19T15:32:17.000+08:00,29.719640999999996,-95.352577,,,0.0,Accident on Wheeler St at Scott St.,Wheeler St,Houston,Harris,TX,77004,US,US/Central,KMCJ,2016-08-19T14:55:00.000+08:00,91.4,,55.0,29.92,9.0,East,6.9,,Clear,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-5549518,Source1,2,2021-08-27T16:11:30.000+08:00,2021-08-27T18:57:52.000+08:00,45.667483,-94.815871,45.666461,-94.807685,0.402,Incident on I-94 EB near CR-13 (EXIT 135 - MELROSE) Drive with caution.,I-94 E,Melrose,Stearns,MN,56352,US,US/Central,KD39,2021-08-27T16:15:00.000+08:00,74.0,74.0,84.0,28.57,10.0,ESE,10.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4405732,Source1,2,2022-06-29T13:07:29.000+08:00,2022-06-29T13:28:27.000+08:00,41.68298400000001,-88.0719,41.684921,-88.068164,0.235,Closed between Weber Rd/Exit 263 and Joliet Rd/Exit 268 - Road closed due to accident.,I-55 N,Bolingbrook,Will,IL,60440,US,US/Central,KLOT,2022-06-29T13:10:00.000+08:00,84.0,84.0,51.0,29.44,,WNW,5.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1909952,Source2,3,2019-09-13T06:21:42.000+08:00,2019-09-13T08:23:22.000+08:00,40.78154,-73.656349,,,0.0,Left lane blocked and HOV lane closed due to accident on I-495 Westbound at Exit 36 Searingtown Rd.,Long Island Expy W,Roslyn,Nassau,NY,11576,US,US/Eastern,KLGA,2019-09-13T05:51:00.000+08:00,60.0,60.0,75.0,30.35,10.0,NNE,9.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Day,Day,Day
A-7497261,Source1,2,2018-11-06T12:49:17.000+08:00,2018-11-06T16:49:17.000+08:00,46.168191,-123.581175,46.16847,-123.576868,0.207,At US-101/Astoria Brg/OR Coast Hwy - Accident.,Columbia River Hwy,Astoria,Clatsop,OR,97103,US,US/Pacific,KAST,2018-11-06T12:55:00.000+08:00,54.0,,80.0,30.26,10.0,Variable,5.8,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6304994,Source1,2,2021-12-15T17:55:13.000+08:00,2021-12-15T20:23:43.000+08:00,28.597574,-81.296796,28.596331,-81.299044,0.161,Stationary traffic from Summerwalk Sq to Easter St due to accident.,University Blvd,Winter Park,Orange,FL,32792-7438,US,US/Eastern,KORL,2021-12-15T17:53:00.000+08:00,72.0,72.0,93.0,30.1,5.0,NE,5.0,0.04,Light Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Day,Day,Day
A-1625059,Source2,2,2020-02-03T07:12:36.000+08:00,2020-02-03T08:11:38.000+08:00,42.89262,-83.641403,,,0.0,Accident on Genesys Pkwy in Newark.,Genesys Pkwy,Grand Blanc,Genesee,MI,48439-8065,US,US/Eastern,KFNT,2020-02-03T06:53:00.000+08:00,31.0,31.0,89.0,29.0,10.0,S,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-582135,Source2,2,2022-06-27T08:23:03.000+08:00,2022-06-27T08:52:07.000+08:00,33.881294,-117.54504399999999,,,0.0,Crash on I-15 Northbound at CA-91.,CA-91,Corona,Riverside,CA,92879,US,US/Pacific,KAJO,2022-06-27T07:56:00.000+08:00,78.0,78.0,46.0,29.43,8.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1582409,Source2,2,2020-01-09T08:26:27.000+08:00,2020-01-09T09:30:20.000+08:00,42.390079,-71.120689,,,0.0,Accident on MA-2A Massachusetts Ave at Porter Rd.,Massachusetts Ave,Cambridge,Middlesex,MA,02140-1325,US,US/Eastern,KBOS,2020-01-09T08:54:00.000+08:00,25.0,14.0,37.0,30.6,10.0,WNW,12.0,0.0,Fair,false,false,true,false,false,false,false,false,true,false,false,true,false,Day,Day,Day,Day
A-5804210,Source1,2,2021-07-02T15:35:23.000+08:00,2021-07-02T17:11:07.000+08:00,30.287248,-97.76266,30.356035,-97.746228,4.853,Slow traffic on TX-1 Loop N from Enfield Rd (TX-1) to Anderson Ln/Spicewood Springs Rd (TX-1) due to accident.,Mopac Expy N,Austin,Travis,TX,78703,US,US/Central,KATT,2021-07-02T15:51:00.000+08:00,95.0,95.0,43.0,29.2,10.0,VAR,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6892418,Source1,2,2020-09-23T13:11:30.000+08:00,2020-09-23T18:26:30.000+08:00,28.531967,-81.384989,28.544765,-81.382065,0.902,Slow traffic on I-4 from Kaley Ave/35th St/Exit 35 (I-4) to Robinson St/Exit 40 (I-4) due to accident roadwork.,S Division Ave,Orlando,Orange,FL,32805,US,US/Eastern,KORL,2020-09-23T12:53:00.000+08:00,83.0,83.0,56.0,29.92,10.0,NE,9.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6295245,Source1,2,2021-10-10T12:48:56.000+08:00,2021-10-10T14:16:15.000+08:00,35.171764,-114.580838,35.171782,-114.584971,0.233,Incident on NV-163 near THOMAS EDISON DR Expect delays.,Thomas Edison Dr,Laughlin,Clark,NV,89029,US,US/Mountain,KIFP,2021-10-10T12:47:00.000+08:00,77.0,77.0,21.0,29.26,20.0,NNW,22.0,0.0,Fair / Windy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6734046,Source1,2,2020-10-21T14:54:00.000+08:00,2020-10-21T15:39:00.000+08:00,33.669351,-112.161108,33.669511,-112.140368,1.193,Slow traffic on AZ-101 from 51st Ave/Exit 20 (Agua Fria Fwy/AZ-101) to 35th Ave/Exit 22 (Agua Fria Fwy/AZ-101) due to accident.,AZ-101-LOOP,Glendale,Maricopa,AZ,85308,US,US/Mountain,KDVT,2020-10-21T14:53:00.000+08:00,91.0,91.0,12.0,28.17,10.0,VAR,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2565268,Source2,2,2018-09-05T22:00:56.000+08:00,2018-09-05T22:30:47.000+08:00,36.24342,-86.756691,,,0.0,Accident on US-41 Dickerson Pike at Doverside Dr.,Dickerson Pike,Madison,Davidson,TN,37115,US,US/Central,KBNA,2018-09-05T21:53:00.000+08:00,80.1,,79.0,30.17,10.0,East,5.8,,Overcast,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-3867579,Source1,2,2022-01-25T10:22:00.000+08:00,2022-01-25T12:31:53.000+08:00,41.786832,-123.383635,41.789254,-123.377653,0.35100000000000003,Accident from Curly Jack Rd to China Grade Rd.,Elk Creek Rd,Happy Camp,Siskiyou,CA,96039,US,US/Pacific,KCEC,2022-01-25T10:30:00.000+08:00,44.0,41.0,96.0,30.07,0.5,NNW,6.0,0.0,Fog,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4184526,Source1,2,2022-08-31T15:25:17.000+08:00,2022-08-31T17:34:22.000+08:00,43.028939,-88.146827,43.028064,-88.127103,0.998,Crash on I-94 East 0.5 miles beyond Bluemound Rd. The left shoulder is blocked.,I-94 E,Brookfield,Waukesha,WI,53045,US,US/Central,KUES,2022-08-31T15:45:00.000+08:00,81.0,81.0,45.0,28.99,10.0,W,13.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-7554144,Source1,2,2018-08-28T09:18:00.000+08:00,2018-08-28T09:47:37.000+08:00,34.02196,-118.27784,34.01834,-118.28013,0.282,At Exposition Blvd - Accident. Lane blocked.,I-110 S,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2018-08-28T09:47:00.000+08:00,72.0,,71.0,29.95,5.0,Calm,,,Haze,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3915013,Source1,2,2022-06-12T05:55:44.000+08:00,2022-06-12T07:12:23.000+08:00,34.990401,-85.283552,34.989575,-85.283988,0.062,Incident on 14TH AVE near E 45TH ST Expect delays.,14th Ave,Chattanooga,Hamilton,TN,37407-3110,US,US/Eastern,KCHA,2022-06-12T05:53:00.000+08:00,69.0,69.0,84.0,29.17,10.0,CALM,0.0,0.0,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-98149,Source2,3,2016-03-28T10:04:03.000+08:00,2016-03-28T10:34:03.000+08:00,33.98785,-118.399048,,,0.01,Lane blocked due to accident on I-405 Northbound at Exits 50A 50B CA-90.,I-405 N,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,2016-03-28T09:51:00.000+08:00,59.0,,81.0,29.91,10.0,SW,8.1,,Overcast,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-1043807,Source2,2,2021-05-16T18:04:21.000+08:00,2021-05-16T19:12:35.000+08:00,37.582264,-122.252853,,,0.0,#3 lane blocked due to accident on CA-92 Eastbound at High rise.,CA-92 E,San Mateo,San Mateo,CA,94404,US,US/Pacific,KSQL,2021-05-16T17:50:00.000+08:00,61.0,61.0,63.0,29.94,10.0,SW,15.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
